Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
122003,"Block C, Sushant Lok III, Sector 57",Gurugram,"Sushant Lok II, Sector 57, Gurugram,Hong Kong Market, near Honk Kong Market","Block C, Sushant Lok III, Sector 57",28.4215655,77.078205,Hostel,5.0,OYO LIFE GRG1815 Sushant Lok II
122009,"Sushant Lok, Block C, Sushant Lok Phase I, Sector 43",Gurugram,1924 A,"Sushant Lok, Block C, Sushant Lok Phase I, Sector 43",28.4512333,77.0845679,Hostel,5.0,OYO LIFE GRG1330
122001,"Sushant phase II, Sector 57",Gurugram,"Synaps learning Network, G-1039","Sushant phase II, Sector 57",28.4254556,77.08445739999999,Hostel,3.5,OYO LIFE GRG1723 Sushant Lok Ph2
122002,"Block C, Sushant Lok Phase I, Complex",Gurugram,"H-2467, opposite Peachtree","Block C, Sushant Lok Phase I, Complex",28.4510881,77.08109139999999,Hostel,3.9,Sargam Pg (Girls)
122002,"Block B, Sector 27",Gurugram,"House no. C, 100009, Sushant Lok Rd, behind Max Hospital","Block B, Sector 27",28.4613816,77.0747987,Hostel,3.7,EMPIRE PG FOR GIRLS
122001,"Block G, Sushant Lok 2, Sector 57",Gurugram,"1087, Block G, Sector 57,Junior Harvard School, behind Junior Harvard School","Block G, Sushant Lok 2, Sector 57",28.4257505,77.08540769999999,Hostel,4.2,OYO LIFE GRG1764 Sushant Lok-II
122009,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,"House No, 1008, near Vyapar Kendra Market","Block C, Sushant Lok Phase I, Sector 43",28.4596808,77.084024,Hostel,4.5,Omega Stayz
122011,"Sushant Lok 2, Sector 55","Gurugram, Ghata","s Back Gate 211, near ANSAL UNIVERSITY","Sushant Lok 2, Sector 55",28.4275331,77.1113632,Hostel,4.0,your space Gurgaon - (PG near Ansal University)
122001,"Sushant Lok III Extension, Sector 57","Gurugram, Samaspur",794,"Sushant Lok III Extension, Sector 57",28.4206922,77.0724783,Hostel,3.5,GRG1547 Sushant Lok III
122413,"Phase 2, Sushant Lok 2, Sector 57",Gurugram,near Anand Hospital,"Phase 2, Sushant Lok 2, Sector 57",28.4224931,77.0902548,Hostel,4.0,Best Boys
122009,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,House number 967,"Block C, Sushant Lok Phase I, Sector 43",28.4597682,77.0830333,Hostel,4.5,Gold residency
122002,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,"C-2418, Vyapar Kendra Rd","Block C, Sushant Lok Phase I, Sector 43",28.4502338,77.0805785,Hostel,3.5,Royal PG
122003,"Block F, Sector 57","Gurugram, Samaspur","Boom Plaza, Ansal","Block F, Sector 57",28.4227584,77.07193579999999,Hostel,1.8194773635257926,OYO LIFE GRG1607 Sushant Lok III
122009,"Block B, Sector 43",Gurugram,Sushant Lok Rd,"Block B, Sector 43",28.455449,77.0931398,Hostel,3.4,Best Boys
122002,"Sushant Lok Phase I, Sector 43",Gurugram,"House No-3216, DLF Phase 4, Chandra Lok, near Ascent Public School","Sushant Lok Phase I, Sector 43",28.4634422,77.0767795,Hostel,1.0,New Pg For Boys
122002,"Block A, Sushant Lok Phase I, Sector 28",Gurugram,"A-584, Sushant Lok 1 Rd, near IFFCO Chowk Metro Station","Block A, Sushant Lok Phase I, Sector 28",28.4697394,77.0734901,Hotel,4.2,"Asian Suites IFFCO Metro Station, Gurgaon"
122022,"Block A, Sushant Lok Phase I, Sector 28",Gurugram,"750, Sushant Lok 1 Rd","Block A, Sushant Lok Phase I, Sector 28",28.4682768,77.077647,Hotel,4.2,"FabHotel The Residency - Hotel in Sushant Lok 1, Gurgaon"
122002,"Block A, Sushant Lok Phase I, Sector 43","Delhi NCR, Gurugram","A-587, Sushant Lok Phase-1 Sector -28, Gurgaon","Block A, Sushant Lok Phase I, Sector 43",28.470102,77.0734758,Hotel,4.6,"Lime Tree Hotel Sushant Lok Gurgaon at Iffco Metro close to Leisure Valley , Sector 29"
122002,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,Queens Plaza Shopping Complex,"Block C, Sushant Lok Phase I, Sector 43",28.4542434,77.0851923,Hotel,3.7,Hotel NStay Premier
122002,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,"C1-2761, near to Paras Hospitals, Gurgaon","Block C, Sushant Lok Phase I, Sector 43",28.4502222,77.0871245,Hotel,3.7,"FabHotel Premium Nest - Hotel in Sushant Lok 1, Gurgaon"
122002,"Sushant Lok Phase I, Sector 43",Gurugram,873/d,"Sushant Lok Phase I, Sector 43",28.4634412,77.07675569999999,Hostel,2.7476544829923006,HOTEL
122022,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,F32J+FM4,"Block C, Sushant Lok Phase I, Sector 43",28.4511288,77.0817082,Hotel,4.2,Peach tree hotel
122002,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,"C-944, Sushant Lok Rd","Block C, Sushant Lok Phase I, Sector 43",28.4592311,77.08210509999999,Hotel,3.5,NUAB House
122002,"Sushant Lok Phase I, Block C, Sushant Lok Phase I, Sector 43",Gurugram,C 978,"Sushant Lok Phase I, Block C, Sushant Lok Phase I, Sector 43",28.4596586,77.0814862,Hotel,2.7,"FabHotel Premium - Hotel in Sushant Lok 1, Gurgaon"
122002,"Sushant Lok Phase I, Sector 43",Gurugram,B-714A,"Sushant Lok Phase I, Sector 43",28.4621151,77.0796125,Hotel,3.8,"FabHotel NV - Hotel in Sushant Lok 1, Gurgaon"
